,CustomerID,Recency,Frequency,MonetaryValue,R,F,M,RFM_Segment_Concat,RFM_Score,OfferId,OfferName,OfferType,Offer Category,OfferContent,Offer Channel,Points_x,ExclusionCategory,BenefitType,Point Type,Program Code,Program Name,ProgramTier,Program Point Type,Product Category,Product Code,Product Name,Season,Month,Week Day,Holiday,Week End,Birth Day,Wedding Anniversary ,Duration,Start Date,End Date,Partner Category,Partner Code,Partner Name,Partner Type,Targetted Nationality,Targetted Preference Group,Targetted Type,Targetted Channel,CustomerGender,CustomerCountry,OfferTransactionDate,TransactionAmount,Points_y,Accrual,Redemption,CustomerTier,OfferTier,CustomerAge,OSD,OED,InvoiceDate
2056,56267,136,6,30700,1,1,2,112,4.0,O0039,Earn miles with every stay,,Points,"Book hotels and earn up to 10,000 miles per night on select properties.",Web,200,,Points,,FFP,Frequent Flyer Program,Bronze,,,MM,Marriot,,,,,,,,,2019-07-01,2019-10-31,,MM,Marriot,Hotel,US,Individuals,,Web,U,IN,2019-09-18,2000,200,1,0,Saphire,Bronze,33,2019-07-01,2019-10-31,2019-09-18
2057,56267,136,6,30700,1,1,2,112,4.0,O0032,Earn 25k Bonus miles,,Points,"Earn 25,000 bonus miles on a future vacation to Jamaica.",Web,2500,,Points,,FFP,Frequent Flyer Program,Platinum,,,,,Holiday,,,Vacation,,,,,2019-01-01,2019-03-31,Air,AA,ABC Card,Credit Card,US,Individuals,,,U,IN,2019-03-05,10000,2500,1,0,Saphire,Platinum,33,2019-01-01,2019-03-31,2019-03-05
2058,56267,136,6,30700,1,1,2,112,4.0,O0032,Earn 25k Bonus miles,,Points,"Earn 25,000 bonus miles on a future vacation to Jamaica.",Web,2500,,Points,,FFP,Frequent Flyer Program,Platinum,,,,,Holiday,,,Vacation,,,,,2019-01-01,2019-03-31,Air,AA,ABC Card,Credit Card,US,Individuals,,,U,IN,2019-01-04,5000,2500,1,0,Saphire,Platinum,33,2019-01-01,2019-03-31,2019-01-04
2059,56267,136,6,30700,1,1,2,112,4.0,O0002,"40,00 Bonus Points  with AMEx Saphire Card",Accruals ,Promotions,"40,00 Bonus Points [Highest EVER Bonus]  with AMEx Saphire Card",Web,4000,,Points,Promotional Status Credits,PSC,Points Related Promotions,Saphire,,,CCP-S,Credit Card Offer,Summer 2020,May,,,,,,,2019-06-01,2019-08-31,Non Air,AMEX,American Express,Credit Card,US,Individuals,,Credit Card,U,IN,2019-06-06,12000,4000,1,0,Saphire,Saphire,33,2019-06-01,2019-08-31,2019-06-06
2060,56268,9,10,33900,4,3,2,432,9.0,O0048,Early Bird  Offer,,Promotions,New Product that’s not officially Launched,Loyalty Membership,50,not for <18 years of age,Points,Loyalty Bonus Status Credits,EAP,Early Access Program,Bronze,TLBS,,P1,Product 1,Summer 2020,April ,,,,,,,2019-01-01,2019-03-31,Air,QF,Qantas Airways,,Europe,Corporates,,Credit Card,U,IN,2019-01-03,600,50,1,0,Saphire,Bronze,31,2019-01-01,2019-03-31,2019-01-03
2061,56268,9,10,33900,4,3,2,432,9.0,O0017,Target 15,,Discounts,15% Discount on your next Target Store Visit,Web,150,,Discounts,,FFP,Frequent Flyer Program,Bronze,,,,Target Discounts,,,,,,,,,2019-07-01,2019-08-31,,TC,Target Corp,Retail,,,,,U,IN,2019-07-08,1500,150,1,0,Saphire,Bronze,31,2019-07-01,2019-08-31,2019-07-08
2062,56268,9,10,33900,4,3,2,432,9.0,O0031,Earn miles with ABC,,Points,Earn more miles on your purchase when you use your eligible ABC  credit card.,Web,100,,Points,,FFP,Frequent Flyer Program,Bronze,,,,,Holiday,,,Vacation,,,,,2019-07-01,2019-10-31,Air,AA,ABC Card,Credit Card,US,Individuals,,,U,IN,2019-07-23,1800,100,1,0,Saphire,Bronze,31,2019-07-01,2019-10-31,2019-07-23
2063,56268,9,10,33900,4,3,2,432,9.0,O0038,35% with Budget,,Discounts,Save up to 35% with Budget,Web,100,,Discounts,,FFP,Frequent Flyer Program,Bronze,,,BJT,Budget,Holiday,,,Vacation,,,,,2019-07-01,2019-10-31,Non Air,BJT,Budget,Cab,US,All,,Web,U,IN,2019-07-08,1900,100,1,0,Saphire,Bronze,31,2019-07-01,2019-10-31,2019-07-08
2064,56268,9,10,33900,4,3,2,432,9.0,O0041, à la carte - Food & Bev- Wine,,Discounts,Get 10% off on F&B-Wine,Web,100,not for <18 years of age,Discounts,,,Frequent Flyer Program,Bronze,,,FBW,wine,,,,,,Birthday,Anniversary,,2019-01-01,2019-03-31,Air,AA,American Airways,Air,US,Individuals,,Web,U,IN,2019-01-05,1000,100,1,0,Saphire,Bronze,31,2019-01-01,2019-03-31,2019-01-05
2065,56268,9,10,33900,4,3,2,432,9.0,O0006,Member Only - Spring 20,Accruals ,Promotions,Redeem new products listed exclusively for members - Sprint Sale 2020,Mobile,200,,Points,Promotional Status Credits,PSC,Points Related Promotions,Gold,,,,Member Only Offers,Fall 2020,Dec,,,,,,,2019-06-01,2019-08-31,Air,Luftansa,Luftansa,Airlines,US,Individuals,,,U,IN,2019-06-23,3400,200,1,0,Saphire,Gold,31,2019-06-01,2019-08-31,2019-06-23
2066,56268,9,10,33900,4,3,2,432,9.0,O0105,SeniorGoRelax Winter30,,Discounts,Guests' age 65 and older are eligible for  30% discount for select Hotel rooms and Cabs,Mobile,300,Not for below 55 years,Discounts,Senior Citizens Offers,SCO,Frequent Flyer Program,Gold,,,SCO,Senior Citizens Discounts,Winter,,,,,Birthday,,,2019-12-01,2020-01-31,Non Air,MM,Marriot,Hotel,US,Senior Citizens,,Web,U,IN,2020-01-23,3900,300,1,0,Saphire,Gold,31,2019-12-01,2020-01-31,2020-01-23
2067,56268,9,10,33900,4,3,2,432,9.0,O0023,Redeem your Starbucks Reward,Redemption,Redeem,Gain/Acrue 300 points and redeem your Starbucks Reward,Mobile,300,,Cash,,FFP,Frequent Flyer Program,Gold,,,,Starbucks offers,,,,,,,Anniversary Discounts,,2019-01-01,2019-03-31,Non Air,SB,Starbucks,Eat,US,Individuals,,web,U,IN,2019-03-31,3300,300,1,0,Saphire,Gold,31,2019-01-01,2019-03-31,2019-03-31
2068,56268,9,10,33900,4,3,2,432,9.0,O0024,Redeem your Starbucks Reward,Redemption,Redeem,Gain/Acrue 300 points and redeem your Starbucks Reward,Mobile,300,,Cash,,FFP,Frequent Flyer Program,Gold,,,,Starbucks offers,,,,,,Birthday Offers,,,2019-12-01,2020-01-31,Non Air,SB,Starbucks,Eat,US,Individuals,,web,U,IN,2019-12-13,6000,300,1,0,Saphire,Gold,31,2019-12-01,2020-01-31,2019-12-13
2069,56268,9,10,33900,4,3,2,432,9.0,O0004,"35,00  Rewards points with AMEx Gold Card",Accruals ,Promotions,"Earn 35,00 Membership Rewards points with AMEx Gold Card",Web,3500,,Points,Promotional Status Credits,PSC,Points Related Promotions,Platinum,,,CCP-G,Credit Card Offer,Summer 2022,May,,,,,,,2019-06-01,2019-08-31,Non Air,AMEX,American Express,Credit Card,US,Individuals,,Credit Card,U,IN,2019-06-27,10500,3500,0,1,Saphire,Platinum,31,2019-06-01,2019-08-31,2019-06-27
2070,56269,3,11,55450,4,4,4,444,12.0,O0029,JULY 4 15,,Discounts,Upto 15% off on Flight Fees,Web,100,,Discounts,,FFP,Frequent Flyer Program,Bronze,,,,,Holiday,July,1.0,Independence Day,,,,,2019-07-01,2019-07-31,Air,LF,Luftanza,Air,US,Individuals,,web,U,IN,2019-07-21,1100,100,1,0,Saphire,Bronze,44,2019-07-01,2019-07-31,2019-07-21
2071,56269,3,11,55450,4,4,4,444,12.0,O0030,Buy & Earn Miles with ABC,,Points,"Buy miles now, together sooner. Earn up to 120,000 bonus miles when you buy or gift ABC miles",Web,200,,Points,,FFP,Frequent Flyer Program,Bronze,,,,,Holiday,,,Vacation,,,,,2019-07-01,2019-10-31,Air,AA,ABC Card,Credit Card,US,Individuals,,,U,IN,2019-07-29,3000,200,1,0,Saphire,Bronze,44,2019-07-01,2019-10-31,2019-07-29
2072,56269,3,11,55450,4,4,4,444,12.0,O0041, à la carte - Food & Bev- Wine,,Discounts,Get 10% off on F&B-Wine,Web,100,not for <18 years of age,Discounts,,,Frequent Flyer Program,Bronze,,,FBW,wine,,,,,,Birthday,Anniversary,,2019-01-01,2019-03-31,Air,AA,American Airways,Air,US,Individuals,,Web,U,IN,2019-03-20,1600,100,1,0,Saphire,Bronze,44,2019-01-01,2019-03-31,2019-03-20
2073,56269,3,11,55450,4,4,4,444,12.0,O0078,Earn 2x miles with ABC,,Points,Earn more miles on your purchase when you use your eligible ABC  credit card.,Web,50,,Points,,FFP,Frequent Flyer Program,Bronze,,,,,Holiday,,,Vacation,,,,,2019-01-01,2019-03-31,Air,AA,ABC Card,Credit Card,US,Individuals,,,U,IN,2019-02-19,1000,50,1,0,Saphire,Bronze,44,2019-01-01,2019-03-31,2019-02-19
2074,56269,3,11,55450,4,4,4,444,12.0,O0053,Member Only - Fun 50 Gold,,Promotions,Redeem new products listed exclusively for Gold members,Mobile,250,,Discounts,Promotional Status Credits,PSC,Points Related Promotions,Gold,,,MM-O2,Member Only Offers,Fall 2020,Dec,,,,,,,2019-06-01,2019-08-31,Non Air,LH,Luftansa,Airlines,US,Individuals,,,U,IN,2019-06-06,4750,250,1,0,Saphire,Gold,44,2019-06-01,2019-08-31,2019-06-06
2075,56269,3,11,55450,4,4,4,444,12.0,O0103,SeniorFirst Winter 20,,Discounts,Guests' age 65 and older are eligible for  20% discount for select Hotel rooms.,Mobile,300,Not for below 55 years,Discounts,Senior Citizens Offers,SCO,Frequent Flyer Program,Gold,,,SCO,Senior Citizens Discounts,Winter,,,,,Birthday,,,2019-12-01,2020-01-31,Non Air,MM,Marriot,Hotel,US,Senior Citizens,,Web,U,IN,2020-01-22,5400,300,1,0,Saphire,Gold,44,2019-12-01,2020-01-31,2020-01-22
2076,56269,3,11,55450,4,4,4,444,12.0,O0105,SeniorGoRelax Winter30,,Discounts,Guests' age 65 and older are eligible for  30% discount for select Hotel rooms and Cabs,Mobile,300,Not for below 55 years,Discounts,Senior Citizens Offers,SCO,Frequent Flyer Program,Gold,,,SCO,Senior Citizens Discounts,Winter,,,,,Birthday,,,2019-12-01,2020-01-31,Non Air,MM,Marriot,Hotel,US,Senior Citizens,,Web,U,IN,2020-01-09,5100,300,1,0,Saphire,Gold,44,2019-12-01,2020-01-31,2020-01-09
2077,56269,3,11,55450,4,4,4,444,12.0,O0018,Target 25,,Discounts,25% Discount on spending 100 USD,Web,250,,Discounts,,FFP,Frequent Flyer Program,Gold,,,,Target Discounts,,,,,,,,,2019-07-01,2019-08-31,Non Air,TC,Target Corp,Retail,US,Individuals,,web,U,IN,2019-07-01,3500,250,1,0,Saphire,Gold,44,2019-07-01,2019-08-31,2019-07-01
2078,56269,3,11,55450,4,4,4,444,12.0,O0024,Redeem your Starbucks Reward,Redemption,Redeem,Gain/Acrue 300 points and redeem your Starbucks Reward,Mobile,300,,Cash,,FFP,Frequent Flyer Program,Gold,,,,Starbucks offers,,,,,,Birthday Offers,,,2019-12-01,2020-01-31,Non Air,SB,Starbucks,Eat,US,Individuals,,web,U,IN,2020-01-29,6000,300,1,0,Saphire,Gold,44,2019-12-01,2020-01-31,2020-01-29
2079,56269,3,11,55450,4,4,4,444,12.0,O0003," 60,00 Rewards points  with AMEx Platinum Card",Accruals ,Promotions,"Earn 60,000 Membership Rewards points  with AMEx Platinum Card",Web,6000,,Points,Promotional Status Credits,PSC,Points Related Promotions,Platinum,,,CCP-P,Credit Card Offer,Summer 2021,May,,,,,,,2019-06-01,2019-08-31,Non Air,AMEX,American Express,Credit Card,US,Individuals,,Credit Card,U,IN,2019-07-11,18000,6000,1,0,Saphire,Platinum,44,2019-06-01,2019-08-31,2019-07-11
2080,56269,3,11,55450,4,4,4,444,12.0,O0037,Celebrate Summer Sale 40,,Discounts,Save $40/night to all destinations,Social Media,500,,Discounts,,FFP,Frequent Flyer Program,Platinum,,,AA,American,Holiday,,,Summer,,,,,2019-06-01,2019-08-31,Air,AM,Americal Airways,Air,US,Individuals,,,U,IN,2019-08-18,6000,500,1,0,Saphire,Platinum,44,2019-06-01,2019-08-31,2019-08-18
2081,56270,125,9,57300,1,3,4,134,8.0,O0016,Target 10,,Discounts,10% Discount on your next Target Store Visit,Web,100,,Discounts,,FFP,Frequent Flyer Program,Bronze,,,,Target Discounts,,,,,,,,,2019-07-01,2019-08-31,,TC,Target Corp,Retail,,,,,U,IN,2019-07-14,1300,100,1,0,Saphire,Bronze,43,2019-07-01,2019-08-31,2019-07-14
2082,56270,125,9,57300,1,3,4,134,8.0,O0027,Earn 2x with Chase Sapphire Preferred,,Points,Earn 2x Points on All Travel and Dining Purchases [$300],Social Media,50,,Points,,FFP,Frequent Flyer Program,Bronze,,,BCLA,Barista Coffee,Winter 22,Jan,,,Weekend Offers,,,,2019-01-01,2019-05-31,,BCLA,Barista Coffee,Eat,US,Individuals,,Social Media,U,IN,2019-01-25,700,50,1,0,Saphire,Bronze,43,2019-01-01,2019-05-31,2019-01-25
2083,56270,125,9,57300,1,3,4,134,8.0,O0031,Earn miles with ABC,,Points,Earn more miles on your purchase when you use your eligible ABC  credit card.,Web,100,,Points,,FFP,Frequent Flyer Program,Bronze,,,,,Holiday,,,Vacation,,,,,2019-07-01,2019-10-31,Air,AA,ABC Card,Credit Card,US,Individuals,,,U,IN,2019-09-22,1500,100,1,0,Saphire,Bronze,43,2019-07-01,2019-10-31,2019-09-22
2084,56270,125,9,57300,1,3,4,134,8.0,O0021,Walmart 25,,Discounts,25% Discount on spending 100 USD,Web,100,,Discounts,,FFP,Frequent Flyer Program,Gold,,,,walmart discounts,,,,,,,,,2019-07-01,2019-12-31,Non Air,TC,Walmart Corp,Retail,US,Individuals,,web,U,IN,2019-09-29,1000,100,1,0,Saphire,Gold,43,2019-07-01,2019-12-31,2019-09-29
2085,56270,125,9,57300,1,3,4,134,8.0,O0023,Redeem your Starbucks Reward,Redemption,Redeem,Gain/Acrue 300 points and redeem your Starbucks Reward,Mobile,300,,Cash,,FFP,Frequent Flyer Program,Gold,,,,Starbucks offers,,,,,,,Anniversary Discounts,,2019-01-01,2019-03-31,Non Air,SB,Starbucks,Eat,US,Individuals,,web,U,IN,2019-03-25,3000,300,1,0,Saphire,Gold,43,2019-01-01,2019-03-31,2019-03-25
2086,56270,125,9,57300,1,3,4,134,8.0,O0036,Celebrate Summer Sale 30,,Discounts,Save $30/night to all destinations,Social Media,400,,Discounts,,FFP,Frequent Flyer Program,Gold,,,AA,American,Holiday,,,Summer,,,,,2019-06-01,2019-08-31,Air,AM,Americal Airways,Air,US,Individuals,,,U,IN,2019-06-08,4800,400,1,0,Saphire,Gold,43,2019-06-01,2019-08-31,2019-06-08
2087,56270,125,9,57300,1,3,4,134,8.0,O0003," 60,00 Rewards points  with AMEx Platinum Card",Accruals ,Promotions,"Earn 60,000 Membership Rewards points  with AMEx Platinum Card",Web,6000,,Points,Promotional Status Credits,PSC,Points Related Promotions,Platinum,,,CCP-P,Credit Card Offer,Summer 2021,May,,,,,,,2019-06-01,2019-08-31,Non Air,AMEX,American Express,Credit Card,US,Individuals,,Credit Card,U,IN,2019-08-21,18000,6000,1,0,Saphire,Platinum,43,2019-06-01,2019-08-31,2019-08-21
2088,56270,125,9,57300,1,3,4,134,8.0,O0033,Earn 30K Bonus miles,,Points,"Earn 30,000 bonus miles when you book a vacation to Costa Rica.",Web,3000,,Points,,FFP,Frequent Flyer Program,Platinum,,,,,Holiday,,,Vacation,,,,,2019-06-01,2019-08-31,Air,AA,ABC Card,Credit Card,US,Individuals,,,U,IN,2019-06-22,12000,3000,1,0,Saphire,Platinum,43,2019-06-01,2019-08-31,2019-06-22
2089,56270,125,9,57300,1,3,4,134,8.0,O0081,Earn 5000 Bonus Miles,,Points,Earn 500 bonus miles when you book a vacation to Paris  with ABC Card,Web,5000,,points,,FFP,Frequent Flyer Program,Platinum,,,,,,,,,,,,,2019-01-01,2019-03-31,Air,AA,ABC Card,Credit Card,US,Individuals,,,U,IN,2019-03-03,15000,5000,1,0,Saphire,Platinum,43,2019-01-01,2019-03-31,2019-03-03
2090,56277,22,14,51950,4,4,4,444,12.0,O0019,Walmart 10,,Discounts,10% Discount on your next Walmart Store Visit,Web,100,,Discounts,,FFP,Frequent Flyer Program,Bronze,,,,walmart discounts,,,,,,,,,2019-07-01,2019-12-31,,TC,Walmart Corp,Retail,,,,,U,IN,2019-09-21,1800,100,0,1,Bronze,Bronze,42,2019-07-01,2019-12-31,2019-09-21
2091,56277,22,14,51950,4,4,4,444,12.0,O0027,Earn 2x with Chase Sapphire Preferred,,Points,Earn 2x Points on All Travel and Dining Purchases [$300],Social Media,50,,Points,,FFP,Frequent Flyer Program,Bronze,,,BCLA,Barista Coffee,Winter 22,Jan,,,Weekend Offers,,,,2019-01-01,2019-05-31,,BCLA,Barista Coffee,Eat,US,Individuals,,Social Media,U,IN,2019-04-06,800,50,1,0,Bronze,Bronze,42,2019-01-01,2019-05-31,2019-04-06
2092,56277,22,14,51950,4,4,4,444,12.0,O0030,Buy & Earn Miles with ABC,,Points,"Buy miles now, together sooner. Earn up to 120,000 bonus miles when you buy or gift ABC miles",Web,200,,Points,,FFP,Frequent Flyer Program,Bronze,,,,,Holiday,,,Vacation,,,,,2019-07-01,2019-10-31,Air,AA,ABC Card,Credit Card,US,Individuals,,,U,IN,2019-09-22,3000,200,1,0,Bronze,Bronze,42,2019-07-01,2019-10-31,2019-09-22
2093,56277,22,14,51950,4,4,4,444,12.0,O0031,Earn miles with ABC,,Points,Earn more miles on your purchase when you use your eligible ABC  credit card.,Web,100,,Points,,FFP,Frequent Flyer Program,Bronze,,,,,Holiday,,,Vacation,,,,,2019-07-01,2019-10-31,Air,AA,ABC Card,Credit Card,US,Individuals,,,U,IN,2019-07-05,1000,100,1,0,Bronze,Bronze,42,2019-07-01,2019-10-31,2019-07-05
2094,56277,22,14,51950,4,4,4,444,12.0,O0038,35% with Budget,,Discounts,Save up to 35% with Budget,Web,100,,Discounts,,FFP,Frequent Flyer Program,Bronze,,,BJT,Budget,Holiday,,,Vacation,,,,,2019-07-01,2019-10-31,Non Air,BJT,Budget,Cab,US,All,,Web,U,IN,2019-08-31,1300,100,1,0,Bronze,Bronze,42,2019-07-01,2019-10-31,2019-08-31
2095,56277,22,14,51950,4,4,4,444,12.0,O0040, à la carte - Food & Bev,,Discounts,Get 10% off on F&B,Web,200,,Discounts,,,Frequent Flyer Program,Bronze,,,FB,Ancillary-Food & Bev ,,,,,,Birthday,Anniversary,,2019-07-01,2019-10-31,Air,AA,American Airways,Air,US,Individuals,,Web,U,IN,2019-09-22,3400,200,1,0,Bronze,Bronze,42,2019-07-01,2019-10-31,2019-09-22
2096,56277,22,14,51950,4,4,4,444,12.0,O0046,Uber 10,,Discounts,10% discuount with Uber Cabs,Web,50,,Discounts,,,Frequent Flyer Program,Bronze,,,UU,Uber,,,,,,Birthday,Anniversary,,2019-09-01,2019-10-31,Non Air,UU,Uber,Cab,US,Individuals,,Web,U,IN,2019-09-05,850,50,1,0,Bronze,Bronze,42,2019-09-01,2019-10-31,2019-09-05
2097,56277,22,14,51950,4,4,4,444,12.0,O0075,Earn 3x with Chase Platinum Preferred,,Points,Earn 3x Points on All Travel and Dining Purchases [$300],Social Media,100,,Points,,FFP,Frequent Flyer Program,Bronze,,,EXP,Expedia,Winter 23,Feb,,,Weekend Offers,,,,2019-01-01,2019-03-31,Non Air,EXP,Expedia,Booking ,US,Individuals,,Social Media,U,IN,2019-01-10,1100,100,1,0,Bronze,Bronze,42,2019-01-01,2019-03-31,2019-01-10
2098,56277,22,14,51950,4,4,4,444,12.0,O0087,10%- Food & Bev,,Discounts,Get 10% off on F&B,Mobile,50,,Discounts,,,Frequent Flyer Program,Bronze,,,FB,Ancillary-Food & Bev ,,,,,,Birthday,Anniversary,,2019-09-15,2019-12-31,Air,AA,American Airways,Air,US,Individuals,,Web,U,IN,2019-11-19,750,50,1,0,Bronze,Bronze,42,2019-09-15,2019-12-31,2019-11-19
2099,56277,22,14,51950,4,4,4,444,12.0,O0091,Early Bird 20,,Discounts, à la carte - 20% discount on early boarding for F&B,Mobile,50,,Discounts,,,Frequent Flyer Program,Bronze,,,EB,Early Boarding,,,,,,Birthday,Anniversary,,2019-01-01,2019-03-31,Air,AA,American Airways,Air,US,Individuals,,Web,U,IN,2019-01-30,650,50,1,0,Bronze,Bronze,42,2019-01-01,2019-03-31,2019-01-30
2100,56277,22,14,51950,4,4,4,444,12.0,O0105,SeniorGoRelax Winter30,,Discounts,Guests' age 65 and older are eligible for  30% discount for select Hotel rooms and Cabs,Mobile,300,Not for below 55 years,Discounts,Senior Citizens Offers,SCO,Frequent Flyer Program,Gold,,,SCO,Senior Citizens Discounts,Winter,,,,,Birthday,,,2019-12-01,2020-01-31,Non Air,MM,Marriot,Hotel,US,Senior Citizens,,Web,U,IN,2020-01-10,6000,300,1,0,Bronze,Gold,42,2019-12-01,2020-01-31,2020-01-10
2101,56277,22,14,51950,4,4,4,444,12.0,O0080,Earn 300K Bonus miles with ABC,,Points,"Earn 30,000 bonus miles when you book a vacation to Costa Rica.",Web,300,,Points,,FFP,Frequent Flyer Program,Gold,,,,,Holiday,,,Vacation,,,,,2019-01-01,2019-03-31,Air,AA,ABC Card,Credit Card,US,Individuals,,,U,IN,2019-02-24,3300,300,1,0,Bronze,Gold,42,2019-01-01,2019-03-31,2019-02-24
2102,56277,22,14,51950,4,4,4,444,12.0,O0002,"40,00 Bonus Points  with AMEx Saphire Card",Accruals ,Promotions,"40,00 Bonus Points [Highest EVER Bonus]  with AMEx Saphire Card",Web,4000,,Points,Promotional Status Credits,PSC,Points Related Promotions,Saphire,,,CCP-S,Credit Card Offer,Summer 2020,May,,,,,,,2019-06-01,2019-08-31,Non Air,AMEX,American Express,Credit Card,US,Individuals,,Credit Card,U,IN,2019-08-27,12000,4000,1,0,Bronze,Saphire,42,2019-06-01,2019-08-31,2019-08-27
2103,56277,22,14,51950,4,4,4,444,12.0,O0049,"4,000 Bonus Points  with AMEx Saphire Card",,Promotions,"60,000 Bonus Points [Highest EVER Bonus]  with Chase Saphire Card",Web,4000,,Discounts,Promotional Status Credits,PSC,Points Related Promotions,Saphire,,,CCP-S,Credit Card Offer,Summer 2020,May,,,,,,,2019-06-01,2019-08-31,Non Air,CH,Chase ,Credit Card,US,Individuals,,Credit Card,U,IN,2019-08-07,16000,4000,1,0,Bronze,Saphire,42,2019-06-01,2019-08-31,2019-08-07
2104,56282,367,1,600,1,1,1,111,3.0,O0078,Earn 2x miles with ABC,,Points,Earn more miles on your purchase when you use your eligible ABC  credit card.,Web,50,,Points,,FFP,Frequent Flyer Program,Bronze,,,,,Holiday,,,Vacation,,,,,2019-01-01,2019-03-31,Air,AA,ABC Card,Credit Card,US,Individuals,,,U,IN,2019-01-30,600,50,1,0,Saphire,Bronze,49,2019-01-01,2019-03-31,2019-01-30
2105,56283,93,15,31450,2,5,2,252,9.0,O0096,Teddy Bear Feast,,Offers,Loyalty Offerfor Kids under 12 years,Web,50,not for 12 years and above,Offers,Kids Offers,KC,Kids Club,Bronze,,,OCK,Oryx Cards Kids Club,All,,,,,,,,2019-07-01,2019-10-31,Non Air,ORX,Oryx,Credit Card,US,Kids,,Web,U,IN,2019-09-22,950,50,1,0,Bronze,Bronze,37,2019-07-01,2019-10-31,2019-09-22
2106,56283,93,15,31450,2,5,2,252,9.0,O0048,Early Bird  Offer,,Promotions,New Product that’s not officially Launched,Loyalty Membership,50,not for <18 years of age,Points,Loyalty Bonus Status Credits,EAP,Early Access Program,Bronze,TLBS,,P1,Product 1,Summer 2020,April ,,,,,,,2019-01-01,2019-03-31,Air,QF,Qantas Airways,,Europe,Corporates,,Credit Card,U,IN,2019-03-16,600,50,0,1,Bronze,Bronze,37,2019-01-01,2019-03-31,2019-03-16
2107,56283,93,15,31450,2,5,2,252,9.0,O0017,Target 15,,Discounts,15% Discount on your next Target Store Visit,Web,150,,Discounts,,FFP,Frequent Flyer Program,Bronze,,,,Target Discounts,,,,,,,,,2019-07-01,2019-08-31,,TC,Target Corp,Retail,,,,,U,IN,2019-08-09,2400,150,1,0,Bronze,Bronze,37,2019-07-01,2019-08-31,2019-08-09
2108,56283,93,15,31450,2,5,2,252,9.0,O0019,Walmart 10,,Discounts,10% Discount on your next Walmart Store Visit,Web,100,,Discounts,,FFP,Frequent Flyer Program,Bronze,,,,walmart discounts,,,,,,,,,2019-07-01,2019-12-31,,TC,Walmart Corp,Retail,,,,,U,IN,2019-09-28,1900,100,1,0,Bronze,Bronze,37,2019-07-01,2019-12-31,2019-09-28
2109,56283,93,15,31450,2,5,2,252,9.0,O0025,Earn 2x with Chase Sapphire Preferred,,Points,Earn 2x Points on All Travel and Dining Purchases [$300],Social Media,100,,Points,,FFP,Frequent Flyer Program,Bronze,,,AB,Airbnb,Winter 20,Jan,,,Weekend Offers,,,,2019-01-01,2019-05-31,Non Air,AB2,Airbnb,Booking ,US,Individuals,,Social Media,U,IN,2019-05-25,1300,100,1,0,Bronze,Bronze,37,2019-01-01,2019-05-31,2019-05-25
2110,56283,93,15,31450,2,5,2,252,9.0,O0031,Earn miles with ABC,,Points,Earn more miles on your purchase when you use your eligible ABC  credit card.,Web,100,,Points,,FFP,Frequent Flyer Program,Bronze,,,,,Holiday,,,Vacation,,,,,2019-07-01,2019-10-31,Air,AA,ABC Card,Credit Card,US,Individuals,,,U,IN,2019-07-06,2000,100,1,0,Bronze,Bronze,37,2019-07-01,2019-10-31,2019-07-06
2111,56283,93,15,31450,2,5,2,252,9.0,O0035,Celebrate Summer Sale 20,,Discounts,Save $20/night to all destinations,Social Media,100,,Discounts,,FFP,Frequent Flyer Program,Bronze,,,AA,American,Holiday,,,Summer,,,,,2019-07-01,2019-10-31,Air,AM,Americal Airways,Air,US,Individuals,,,U,IN,2019-07-29,1800,100,1,0,Bronze,Bronze,37,2019-07-01,2019-10-31,2019-07-29
2112,56283,93,15,31450,2,5,2,252,9.0,O0038,35% with Budget,,Discounts,Save up to 35% with Budget,Web,100,,Discounts,,FFP,Frequent Flyer Program,Bronze,,,BJT,Budget,Holiday,,,Vacation,,,,,2019-07-01,2019-10-31,Non Air,BJT,Budget,Cab,US,All,,Web,U,IN,2019-10-31,1100,100,1,0,Bronze,Bronze,37,2019-07-01,2019-10-31,2019-10-31
2113,56283,93,15,31450,2,5,2,252,9.0,O0047,TI 10,,Discounts,10$ discount on Travel Insurance with TT insurance,Web,50,,Discounts,,,Frequent Flyer Program,Bronze,,,TI,TT Insurance,,,,,,Birthday,Anniversary,,2019-09-01,2019-10-31,Non Air,TI,TT Insurance,Insurance,US,Individuals,,Web,U,IN,2019-10-23,900,50,1,0,Bronze,Bronze,37,2019-09-01,2019-10-31,2019-10-23
2114,56283,93,15,31450,2,5,2,252,9.0,O0075,Earn 3x with Chase Platinum Preferred,,Points,Earn 3x Points on All Travel and Dining Purchases [$300],Social Media,100,,Points,,FFP,Frequent Flyer Program,Bronze,,,EXP,Expedia,Winter 23,Feb,,,Weekend Offers,,,,2019-01-01,2019-03-31,Non Air,EXP,Expedia,Booking ,US,Individuals,,Social Media,U,IN,2019-03-09,2000,100,1,0,Bronze,Bronze,37,2019-01-01,2019-03-31,2019-03-09
2115,56283,93,15,31450,2,5,2,252,9.0,O0091,Early Bird 20,,Discounts, à la carte - 20% discount on early boarding for F&B,Mobile,50,,Discounts,,,Frequent Flyer Program,Bronze,,,EB,Early Boarding,,,,,,Birthday,Anniversary,,2019-01-01,2019-03-31,Air,AA,American Airways,Air,US,Individuals,,Web,U,IN,2019-03-09,900,50,1,0,Bronze,Bronze,37,2019-01-01,2019-03-31,2019-03-09
