"id","customer_id","offer_id","offer_transaction_date","transaction_amount","points","accrual","redemption","customer_tier","offer_tier","target_customer_age_segment","offer_target_age","osd","oed"
12166,"1332","O0094","2/15/2019",88.69,,1,0,,,"36-45",,"1/1/2019","3/31/2019"
12167,"263","O0235","1/28/2020",88.69,,1,0,,,"26-35",,"1/2/2020","3/31/2020"
12168,"263","O0143","2/28/2020",70.88,,1,0,,,"26-35",,"1/2/2020","5/31/2020"
12169,"263","O0141","1/17/2020",44.52,,1,0,,,"26-35",,"1/2/2020","5/31/2020"
12170,"1375","O0168","7/21/2020",70.17,,1,0,,,"46-55",,"6/1/2020","8/31/2020"
12171,"1375","O0168","7/19/2020",31.7,,1,0,,,"46-55",,"6/1/2020","8/31/2020"
12172,"1406","O0229","10/6/2020",63.76,,1,0,,,"26-35",,"9/1/2020","12/31/2020"
12173,"1406","O0229","12/27/2020",59.49,,1,0,,,"26-35",,"9/1/2020","12/31/2020"
12174,"1332","O0224","12/14/2020",554.96,,1,0,,,"36-45",,"10/1/2020","12/31/2020"
12175,"1406","O0229","10/26/2020",124.31,,1,0,,,"26-35",,"9/1/2020","12/31/2020"
12176,"1334","O0017","8/1/2019",71.24,,1,0,,,"46-55",,"7/1/2019","8/31/2019"
12177,"1378","O0168","7/12/2020",248.98,,1,0,,,"26-35",,"6/1/2020","8/31/2020"
12178,"1334","O0135","7/22/2020",88.69,,1,0,,,"46-55",,"7/1/2020","12/31/2020"
12179,"1335","O0070","2/2/2019",142.12,,0,1,,,"26-35",,"1/1/2019","3/31/2019"
12180,"1335","O0067","2/2/2019",1318.3,,1,0,,,"26-35",,"1/1/2019","3/31/2019"
12181,"1335","O0059","1/15/2019",35.62,,1,0,,,"26-35",,"1/1/2019","3/31/2019"
12182,"63532","O0037","7/24/2019",5000,500,1,0,"S","Platinum","36-45","All","6/1/2019","8/31/2019"
12183,"1372","O0047","9/9/2019",74.45,,1,0,,,"46-55",,"9/1/2019","10/31/2019"
12184,"262","O0148","2/9/2020",533.94,,1,0,,,"26-35",,"1/2/2020","3/31/2020"
12185,"259","O0184","3/22/2020",35.26,,1,0,,,"36-45",,"1/2/2020","3/31/2020"
12186,"259","O0182","3/24/2020",138.56,,1,0,,,"36-45",,"1/2/2020","3/31/2020"
12187,"1335","O0145","7/2/2020",35.26,,1,0,,,"26-35",,"7/1/2020","7/31/2020"
12188,"1477","O0168","6/17/2020",106.5,,1,0,,,"46-55",,"6/1/2020","8/31/2020"
12189,"1491","O0168","6/10/2020",53.07,,1,0,,,"26-35",,"6/1/2020","8/31/2020"
12190,"23","O0170","8/20/2020",89.05,,1,0,,,"36-45",,"6/1/2020","8/31/2020"
12191,"1335","O0138","7/12/2020",35.62,,0,1,,,"26-35",,"7/1/2020","12/31/2020"
12192,"1424","O0229","10/2/2020",70.88,,1,0,,,"46-55",,"9/1/2020","12/31/2020"
12193,"1335","O0225","11/29/2020",67.32,,1,0,,,"26-35",,"10/1/2020","12/31/2020"
12194,"1336","O0066","1/6/2019",142.48,,1,0,,,"36-45",,"1/1/2019","3/31/2019"
12195,"1336","O0048","2/23/2019",59.49,,1,0,,,"36-45",,"1/1/2019","3/31/2019"
12196,"1336","O0050","3/23/2019",85.13,,1,0,,,"36-45",,"1/1/2019","3/31/2019"
12197,"259","O0141","3/7/2020",72.31,,1,0,,,"36-45",,"1/2/2020","5/31/2020"
12198,"258","O0167","2/5/2020",71.24,,1,0,,,"36-45",,"1/2/2020","3/31/2020"
12199,"61","O0170","8/29/2020",24.22,,1,0,,,"46-55",,"6/1/2020","8/31/2020"
12200,"1336","O0155","8/8/2020",85.13,,1,0,,,"36-45",,"7/1/2020","10/31/2020"
12201,"1336","O0157","7/31/2020",71.24,,1,0,,,"36-45",,"7/1/2020","10/31/2020"
12202,"91","O0170","6/24/2020",53.07,,1,0,,,"26-35",,"6/1/2020","8/31/2020"
12203,"1336","O0132","7/1/2020",59.49,,1,0,,,"36-45",,"7/1/2020","8/31/2020"
12204,"1336","O0155","10/15/2020",259.67,,1,0,,,"36-45",,"7/1/2020","10/31/2020"
12205,"1455","O0229","12/29/2020",70.88,,1,0,,,"36-45",,"9/1/2020","12/31/2020"
12206,"1458","O0229","11/17/2020",65.9,,1,0,,,"46-55",,"9/1/2020","12/31/2020"
12207,"1336","O0228","10/11/2020",170.26,,1,0,,,"36-45",,"10/1/2020","12/31/2020"
12208,"1461","O0229","10/5/2020",163.5,,1,0,,,"46-55",,"9/1/2020","12/31/2020"
12209,"1463","O0229","12/7/2020",111.49,,1,0,,,"36-45",,"9/1/2020","12/31/2020"
12210,"1336","O0225","12/22/2020",59.49,,1,0,,,"36-45",,"10/1/2020","12/31/2020"
12211,"1337","O0015","8/13/2019",178.1,,1,0,,,"36-45",,"7/1/2019","8/31/2019"
12212,"63798","O0037","6/29/2019",7500,500,1,0,"S","Platinum","26-35","All","6/1/2019","8/31/2019"
12213,"256","O0178","2/7/2020",35.62,,1,0,,,"26-35",,"1/2/2020","3/31/2020"
12214,"254","O0214","1/3/2020",59.13,,1,0,,,"26-35",,"1/1/2020","3/31/2020"
12215,"254","O0213","1/3/2020",49.87,,1,0,,,"26-35",,"1/2/2020","3/31/2020"
12216,"254","O0159","1/3/2020",127.88,,1,0,,,"26-35",,"1/2/2020","3/31/2020"
12217,"253","O0218","1/3/2020",391.46,,1,0,,,"36-45",,"1/2/2020","3/31/2020"
12218,"1337","O0237","5/17/2020",35.26,,1,0,,,"36-45",,"3/1/2020","7/31/2020"
12219,"124","O0170","8/16/2020",1603.61,,1,0,,,"46-55",,"6/1/2020","8/31/2020"
12220,"128","O0170","8/19/2020",89.05,,1,0,,,"36-45",,"6/1/2020","8/31/2020"
12221,"1338","O0067","1/12/2019",71.24,,1,0,,,"26-35",,"1/1/2019","3/31/2019"
12222,"253","O0215","1/3/2020",78.01,,1,0,,,"36-45",,"1/1/2020","3/31/2020"
12223,"1338","O0129","6/24/2020",44.52,,0,1,,,"26-35",,"4/1/2020","7/31/2020"
12224,"1464","O0229","11/3/2020",163.5,,1,0,,,"18-25",,"9/1/2020","12/31/2020"
12225,"1339","O0025","5/27/2019",24.58,,1,0,,,"56-70",,"1/1/2019","5/31/2019"
12226,"1339","O0013","7/4/2019",35.26,,1,0,,,"56-70",,"4/1/2019","7/31/2019"
12227,"63798","O0037","8/29/2019",6500,500,1,0,"S","Platinum","26-35","All","6/1/2019","8/31/2019"
12228,"143","O0170","8/10/2020",142.48,,1,0,,,"70+",,"6/1/2020","8/31/2020"
12229,"1464","O0229","12/31/2020",89.05,,1,0,,,"18-25",,"9/1/2020","12/31/2020"
12230,"1339","O0137","7/4/2020",23.87,,1,0,,,"56-70",,"7/1/2020","12/31/2020"
12231,"208","O0170","7/30/2020",56.64,,1,0,,,"26-35",,"6/1/2020","8/31/2020"
12232,"1341","O0073","3/21/2019",5.34,,1,0,,,"26-35",,"1/1/2019","3/31/2019"
12233,"1341","O0058","2/6/2019",17.81,,1,0,,,"26-35",,"1/1/2019","3/31/2019"
12234,"1341","O0038","7/6/2019",17.81,,1,0,,,"26-35",,"7/1/2019","10/31/2019"
12235,"1371","O0047","10/16/2019",53.07,,1,0,,,"36-45",,"9/1/2019","10/31/2019"
12236,"253","O0139","1/3/2020",59.49,,0,1,,,"36-45",,"1/2/2020","3/31/2020"
12237,"1341","O0132","7/29/2020",28.5,,1,0,,,"26-35",,"7/1/2020","8/31/2020"
12238,"1343","O0075","3/26/2019",89.05,,1,0,,,"26-35",,"1/1/2019","3/31/2019"
12239,"1343","O0094","1/3/2019",56.99,,1,0,,,"26-35",,"1/1/2019","3/31/2019"
12240,"63799","O0037","8/6/2019",5000,500,1,0,"S","Platinum","26-35","All","6/1/2019","8/31/2019"
12241,"63870","O0037","6/7/2019",5000,500,1,0,"S","Platinum","26-35","All","6/1/2019","8/31/2019"
12242,"1343","O0095","8/30/2019",28.5,,1,0,,,"26-35",,"7/1/2019","10/31/2019"
12243,"63870","O0037","7/29/2019",5000,500,1,0,"S","Platinum","26-35","All","6/1/2019","8/31/2019"
12244,"1353","O0047","9/25/2019",1174.39,,1,0,,,"46-55",,"9/1/2019","10/31/2019"
12245,"1352","O0047","10/13/2019",89.05,,1,0,,,"56-70",,"9/1/2019","10/31/2019"
12246,"251","O0173","1/3/2020",178.1,,0,1,,,"46-55",,"1/2/2020","3/31/2020"
12247,"250","O0143","1/3/2020",13.18,,1,0,,,"36-45",,"1/2/2020","5/31/2020"
12248,"248","O0188","1/3/2020",59.49,,1,0,,,"36-45",,"1/2/2020","3/31/2020"
12249,"247","O0213","1/3/2020",59.49,,1,0,,,"36-45",,"1/2/2020","3/31/2020"
12250,"245","O0235","1/28/2020",35.26,,1,0,,,"26-35",,"1/2/2020","3/31/2020"
12251,"1343","O0128","5/4/2020",676.42,,0,1,,,"26-35",,"4/1/2020","7/31/2020"
12252,"233","O0170","7/28/2020",47.37,,1,0,,,"36-45",,"6/1/2020","8/31/2020"
12253,"320","O0170","8/31/2020",49.51,,1,0,,,"56-70",,"6/1/2020","8/31/2020"
12254,"1343","O0131","7/23/2020",55.21,,0,1,,,"26-35",,"7/1/2020","8/31/2020"
12255,"421","O0170","8/1/2020",65.9,,1,0,,,"56-70",,"6/1/2020","8/31/2020"
12256,"426","O0170","7/16/2020",42.03,,1,0,,,"26-35",,"6/1/2020","8/31/2020"
12257,"1472","O0229","10/7/2020",163.5,,1,0,,,"36-45",,"9/1/2020","12/31/2020"
12258,"1343","O0224","10/27/2020",71.24,,1,0,,,"26-35",,"10/1/2020","12/31/2020"
12259,"245","O0232","1/3/2020",118.97,,1,0,,,"26-35",,"1/2/2020","3/31/2020"
12260,"1345","O0048","1/15/2019",106.86,,1,0,,,"36-45",,"1/1/2019","3/31/2019"
12261,"1345","O0050","3/13/2019",106.86,,1,0,,,"36-45",,"1/1/2019","3/31/2019"
12262,"63939","O0037","8/2/2019",5500,500,1,0,"S","Platinum","36-45","All","6/1/2019","8/31/2019"
12263,"245","O0220","1/3/2020",62.33,,1,0,,,"26-35",,"1/2/2020","3/31/2020"
12264,"426","O0170","8/26/2020",35.62,,1,0,,,"26-35",,"6/1/2020","8/31/2020"
12265,"63939","O0037","8/31/2019",6500,500,1,0,"S","Platinum","36-45","All","6/1/2019","8/31/2019"
12266,"1346","O0030","7/23/2019",106.86,,1,0,,,"56-70",,"7/1/2019","10/31/2019"
12267,"245","O0199","1/3/2020",102.94,,1,0,,,"26-35",,"1/2/2020","3/31/2020"
12268,"245","O0191","1/3/2020",78.01,,0,1,,,"26-35",,"1/2/2020","3/31/2020"
12269,"245","O0176","1/3/2020",59.49,,1,0,,,"26-35",,"1/2/2020","3/31/2020"
12270,"245","O0144","1/3/2020",34.91,,1,0,,,"26-35",,"1/2/2020","5/31/2020"
12271,"241","O0208","1/3/2020",70.88,,1,0,,,"46-55",,"1/1/2020","3/31/2020"
12272,"241","O0195","1/3/2020",117.19,,1,0,,,"46-55",,"1/2/2020","3/31/2020"
12273,"240","O0214","1/3/2020",56.64,,1,0,,,"46-55",,"1/1/2020","3/31/2020"
12274,"239","O0234","1/21/2020",106.5,,1,0,,,"36-45",,"1/1/2020","3/31/2020"
12275,"1346","O0236","4/8/2020",59.49,,1,0,,,"56-70",,"3/1/2020","7/31/2020"
12276,"427","O0170","6/6/2020",21.02,,1,0,,,"56-70",,"6/1/2020","8/31/2020"
12277,"1346","O0130","7/19/2020",106.5,,0,1,,,"56-70",,"7/1/2020","8/31/2020"
12278,"564","O0170","8/7/2020",82.28,,1,0,,,"36-45",,"6/1/2020","8/31/2020"
12279,"1347","O0016","7/10/2019",102.94,,1,0,,,"36-45",,"7/1/2019","8/31/2019"
12280,"63939","O0037","6/14/2019",6500,500,1,0,"S","Platinum","36-45","All","6/1/2019","8/31/2019"
12281,"1350","O0047","10/20/2019",124.31,,1,0,,,"56-70",,"9/1/2019","10/31/2019"
12282,"239","O0211","1/6/2020",42.39,,1,0,,,"36-45",,"1/2/2020","3/31/2020"
12283,"239","O0199","1/19/2020",106.86,,1,0,,,"36-45",,"1/2/2020","3/31/2020"
12284,"239","O0179","1/3/2020",142.12,,0,1,,,"36-45",,"1/2/2020","3/31/2020"
12285,"238","O0203","3/1/2020",142.48,,1,0,,,"70+",,"1/2/2020","3/31/2020"
12286,"1347","O0133","8/6/2020",106.5,,1,0,,,"36-45",,"7/1/2020","8/31/2020"
12287,"1347","O0137","8/7/2020",28.5,,1,0,,,"36-45",,"7/1/2020","12/31/2020"
12288,"1549","O0229","9/11/2020",106.15,,1,0,,,"26-35",,"9/1/2020","12/31/2020"
12289,"1549","O0229","10/8/2020",44.52,,1,0,,,"26-35",,"9/1/2020","12/31/2020"
12290,"1566","O0229","12/4/2020",14.25,,1,0,,,"26-35",,"9/1/2020","12/31/2020"
12291,"1566","O0229","12/6/2020",28.5,,1,0,,,"26-35",,"9/1/2020","12/31/2020"
12292,"238","O0199","1/5/2020",78.01,,1,0,,,"70+",,"1/2/2020","3/31/2020"
12293,"238","O0185","3/27/2020",177.39,,1,0,,,"70+",,"1/2/2020","3/31/2020"
12294,"1349","O0061","2/27/2019",71.24,,0,1,,,"36-45",,"1/1/2019","3/31/2019"
12295,"1349","O0224","12/16/2020",21.37,,1,0,,,"36-45",,"10/1/2020","12/31/2020"
12296,"1343","O0047","10/25/2019",71.24,,1,0,,,"26-35",,"9/1/2019","10/31/2019"
12297,"238","O0175","1/5/2020",35.26,,0,1,,,"70+",,"1/2/2020","3/31/2020"
12298,"1350","O0138","10/6/2020",71.24,,0,1,,,"56-70",,"7/1/2020","12/31/2020"
12299,"1566","O0229","11/3/2020",28.5,,1,0,,,"26-35",,"9/1/2020","12/31/2020"
12300,"64024","O0037","8/22/2019",6000,500,1,0,"S","Platinum","18-25","All","6/1/2019","8/31/2019"
12301,"235","O0235","1/28/2020",74.45,,1,0,,,"56-70",,"1/2/2020","3/31/2020"
12302,"1351","O0146","9/28/2020",26.71,,1,0,,,"36-45",,"7/1/2020","10/31/2020"
12303,"1352","O0071","1/2/2019",159.93,,0,1,,,"56-70",,"1/1/2019","3/31/2019"
12304,"1309","O0047","10/25/2019",21.02,,1,0,,,"26-35",,"9/1/2019","10/31/2019"
12305,"1352","O0238","4/3/2020",227.26,,1,0,,,"56-70",,"3/1/2020","7/31/2020"
12306,"637","O0170","6/7/2020",133.22,,1,0,,,"46-55",,"6/1/2020","8/31/2020"
12307,"1353","O0092","3/11/2019",11.4,,1,0,,,"46-55",,"1/1/2019","3/31/2019"
12308,"1353","O0080","3/17/2019",330.91,,1,0,,,"46-55",,"1/1/2019","3/31/2019"
12309,"1353","O0048","3/5/2019",83.71,,1,0,,,"46-55",,"1/1/2019","3/31/2019"
12310,"1353","O0039","7/19/2019",84.78,,1,0,,,"46-55",,"7/1/2019","10/31/2019"
12311,"1353","O0016","8/17/2019",67.32,,1,0,,,"46-55",,"7/1/2019","8/31/2019"
12312,"1353","O0019","10/6/2019",124.31,,1,0,,,"46-55",,"7/1/2019","12/31/2019"
12313,"64048","O0037","6/11/2019",5000,500,1,0,"S","Platinum","36-45","All","6/1/2019","8/31/2019"
12314,"64090","O0037","7/5/2019",7500,500,1,0,"S","Platinum","36-45","All","6/1/2019","8/31/2019"
12315,"64117","O0037","8/19/2019",7000,500,1,0,"S","Platinum","36-45","All","6/1/2019","8/31/2019"
12316,"1353","O0017","7/23/2019",35.62,,1,0,,,"46-55",,"7/1/2019","8/31/2019"
12317,"1353","O0038","8/25/2019",97.96,,1,0,,,"46-55",,"7/1/2019","10/31/2019"
12318,"1252","O0047","10/25/2019",35.62,,1,0,,,"26-35",,"9/1/2019","10/31/2019"
12319,"1219","O0047","10/25/2019",42.39,,1,0,,,"36-45",,"9/1/2019","10/31/2019"
12320,"1184","O0047","10/25/2019",45.95,,1,0,,,"46-55",,"9/1/2019","10/31/2019"
12321,"1353","O0038","9/14/2019",102.94,,1,0,,,"46-55",,"7/1/2019","10/31/2019"
12322,"1166","O0047","10/25/2019",89.05,,1,0,,,"46-55",,"9/1/2019","10/31/2019"
12323,"1353","O0035","7/26/2019",96.17,,1,0,,,"46-55",,"7/1/2019","10/31/2019"
12324,"1353","O0030","9/1/2019",77.65,,1,0,,,"46-55",,"7/1/2019","10/31/2019"
12325,"1136","O0047","10/25/2019",70.88,,1,0,,,"46-55",,"9/1/2019","10/31/2019"
12326,"1353","O0024","12/24/2019",106.5,,0,1,,,"46-55",,"12/1/2019","1/31/2020"
12327,"235","O0235","1/28/2020",35.62,,1,0,,,"56-70",,"1/2/2020","3/31/2020"
12328,"235","O0233","3/8/2020",63.76,,1,0,,,"56-70",,"1/2/2020","3/31/2020"
12329,"235","O0232","3/19/2020",35.26,,1,0,,,"56-70",,"1/2/2020","3/31/2020"
12330,"235","O0214","2/15/2020",106.5,,1,0,,,"56-70",,"1/1/2020","3/31/2020"
12331,"235","O0213","3/31/2020",17.81,,1,0,,,"56-70",,"1/2/2020","3/31/2020"
12332,"235","O0208","1/11/2020",49.51,,1,0,,,"56-70",,"1/1/2020","3/31/2020"
12333,"235","O0203","2/19/2020",42.39,,1,0,,,"56-70",,"1/2/2020","3/31/2020"
12334,"235","O0185","3/28/2020",89.05,,1,0,,,"56-70",,"1/2/2020","3/31/2020"
12335,"235","O0182","2/11/2020",56.64,,1,0,,,"56-70",,"1/2/2020","3/31/2020"
12336,"235","O0182","2/24/2020",106.5,,1,0,,,"56-70",,"1/2/2020","3/31/2020"
12337,"235","O0178","1/9/2020",142.48,,1,0,,,"56-70",,"1/2/2020","3/31/2020"
12338,"235","O0175","3/2/2020",297.07,,0,1,,,"56-70",,"1/2/2020","3/31/2020"
12339,"235","O0143","5/15/2020",131.44,,1,0,,,"56-70",,"1/2/2020","5/31/2020"
12340,"234","O0234","2/4/2020",35.62,,1,0,,,"36-45",,"1/1/2020","3/31/2020"
12341,"234","O0184","3/26/2020",102.94,,1,0,,,"36-45",,"1/2/2020","3/31/2020"
12342,"234","O0179","1/25/2020",78.01,,0,1,,,"36-45",,"1/2/2020","3/31/2020"
12343,"233","O0233","2/15/2020",66.97,,1,0,,,"36-45",,"1/2/2020","3/31/2020"
12344,"233","O0233","2/15/2020",220.13,,1,0,,,"36-45",,"1/2/2020","3/31/2020"
12345,"233","O0232","1/15/2020",106.5,,1,0,,,"36-45",,"1/2/2020","3/31/2020"
12346,"233","O0232","2/15/2020",213.01,,1,0,,,"36-45",,"1/2/2020","3/31/2020"
12347,"233","O0202","1/27/2020",89.05,,1,0,,,"36-45",,"1/2/2020","3/31/2020"
12348,"233","O0200","2/15/2020",78.01,,1,0,,,"36-45",,"1/2/2020","3/31/2020"
12349,"233","O0200","3/15/2020",44.52,,1,0,,,"36-45",,"1/2/2020","3/31/2020"
12350,"233","O0198","2/15/2020",88.69,,1,0,,,"36-45",,"1/2/2020","3/31/2020"
12351,"233","O0197","2/15/2020",177.74,,1,0,,,"36-45",,"1/2/2020","3/31/2020"
12352,"233","O0194","2/15/2020",51.65,,1,0,,,"36-45",,"1/2/2020","3/31/2020"
12353,"233","O0191","2/15/2020",88.69,,0,1,,,"36-45",,"1/2/2020","3/31/2020"
12354,"233","O0188","2/15/2020",53.43,,1,0,,,"36-45",,"1/2/2020","3/31/2020"
12355,"233","O0179","2/10/2020",92.26,,0,1,,,"36-45",,"1/2/2020","3/31/2020"
12356,"233","O0178","2/15/2020",53.43,,1,0,,,"36-45",,"1/2/2020","3/31/2020"
12357,"233","O0178","3/14/2020",53.07,,1,0,,,"36-45",,"1/2/2020","3/31/2020"
12358,"233","O0177","2/15/2020",89.05,,1,0,,,"36-45",,"1/2/2020","3/31/2020"
12359,"233","O0176","2/15/2020",191.99,,1,0,,,"36-45",,"1/2/2020","3/31/2020"
12360,"233","O0173","1/20/2020",177.39,,0,1,,,"36-45",,"1/2/2020","3/31/2020"
12361,"233","O0167","2/15/2020",69.46,,1,0,,,"36-45",,"1/2/2020","3/31/2020"
12362,"233","O0148","2/15/2020",35.26,,1,0,,,"36-45",,"1/2/2020","3/31/2020"
12363,"1353","O0239","3/31/2020",115.76,,1,0,,,"46-55",,"3/1/2020","7/31/2020"
12364,"233","O0148","2/15/2020",120.75,,1,0,,,"36-45",,"1/2/2020","3/31/2020"
12365,"233","O0144","2/7/2020",110.07,,1,0,,,"36-45",,"1/2/2020","5/31/2020"
12366,"233","O0143","3/31/2020",28.14,,1,0,,,"36-45",,"1/2/2020","5/31/2020"
12367,"233","O0139","2/15/2020",55.21,,0,1,,,"36-45",,"1/2/2020","3/31/2020"
12368,"232","O0187","3/16/2020",35.26,,1,0,,,"70+",,"1/1/2020","3/31/2020"
12369,"231","O0232","1/27/2020",3.56,,1,0,,,"46-55",,"1/2/2020","3/31/2020"
12370,"231","O0216","1/14/2020",35.62,,1,0,,,"46-55",,"1/2/2020","3/31/2020"
12371,"231","O0202","1/14/2020",31.7,,1,0,,,"46-55",,"1/2/2020","3/31/2020"
12372,"231","O0189","1/14/2020",117.19,,0,1,,,"46-55",,"1/2/2020","3/31/2020"
12373,"231","O0139","1/14/2020",95.82,,0,1,,,"46-55",,"1/2/2020","3/31/2020"
12374,"230","O0234","1/14/2020",31.7,,1,0,,,"36-45",,"1/1/2020","3/31/2020"
12375,"230","O0203","1/14/2020",59.13,,1,0,,,"36-45",,"1/2/2020","3/31/2020"
12376,"230","O0201","1/14/2020",59.49,,1,0,,,"36-45",,"1/2/2020","3/31/2020"
12377,"230","O0199","1/14/2020",163.5,,1,0,,,"36-45",,"1/2/2020","3/31/2020"
12378,"1353","O0237","5/25/2020",71.24,,1,0,,,"46-55",,"3/1/2020","7/31/2020"
12379,"230","O0195","1/14/2020",105.79,,1,0,,,"36-45",,"1/2/2020","3/31/2020"
12380,"230","O0191","1/14/2020",105.08,,0,1,,,"36-45",,"1/2/2020","3/31/2020"
12381,"1353","O0128","4/18/2020",70.53,,0,1,,,"46-55",,"4/1/2020","7/31/2020"
12382,"230","O0180","1/14/2020",88.69,,0,1,,,"36-45",,"1/2/2020","3/31/2020"
12383,"230","O0141","1/14/2020",106.86,,1,0,,,"36-45",,"1/2/2020","5/31/2020"
12384,"228","O0214","1/14/2020",24.58,,1,0,,,"26-35",,"1/1/2020","3/31/2020"
12385,"228","O0199","1/18/2020",124.67,,1,0,,,"26-35",,"1/2/2020","3/31/2020"
12386,"637","O0170","7/21/2020",38.83,,1,0,,,"46-55",,"6/1/2020","8/31/2020"
12387,"637","O0170","6/3/2020",142.12,,1,0,,,"46-55",,"6/1/2020","8/31/2020"
12388,"637","O0170","6/3/2020",44.52,,1,0,,,"46-55",,"6/1/2020","8/31/2020"
12389,"637","O0170","8/20/2020",91.54,,1,0,,,"46-55",,"6/1/2020","8/31/2020"
12390,"1353","O0129","4/27/2020",668.94,,0,1,,,"46-55",,"4/1/2020","7/31/2020"
12391,"739","O0170","7/14/2020",53.43,,1,0,,,"46-55",,"6/1/2020","8/31/2020"
12392,"835","O0170","8/7/2020",106.15,,1,0,,,"70+",,"6/1/2020","8/31/2020"
12393,"1353","O0132","7/26/2020",135,,1,0,,,"46-55",,"7/1/2020","8/31/2020"
12394,"1353","O0133","8/8/2020",213.36,,1,0,,,"46-55",,"7/1/2020","8/31/2020"
12395,"1353","O0133","8/24/2020",149.25,,1,0,,,"46-55",,"7/1/2020","8/31/2020"
12396,"1353","O0135","12/18/2020",105.79,,1,0,,,"46-55",,"7/1/2020","12/31/2020"
12397,"1353","O0132","8/20/2020",356.2,,1,0,,,"46-55",,"7/1/2020","8/31/2020"
12398,"1353","O0138","9/22/2020",92.26,,0,1,,,"46-55",,"7/1/2020","12/31/2020"
12399,"1353","O0132","7/21/2020",127.52,,1,0,,,"46-55",,"7/1/2020","8/31/2020"
12400,"846","O0170","7/21/2020",85.13,,1,0,,,"26-35",,"6/1/2020","8/31/2020"
12401,"865","O0170","7/22/2020",110.07,,1,0,,,"26-35",,"6/1/2020","8/31/2020"
12402,"875","O0170","7/2/2020",53.43,,1,0,,,"36-45",,"6/1/2020","8/31/2020"
12403,"878","O0170","8/17/2020",21.02,,1,0,,,"70+",,"6/1/2020","8/31/2020"
12404,"1353","O0135","10/13/2020",101.52,,1,0,,,"46-55",,"7/1/2020","12/31/2020"
12405,"1353","O0131","8/19/2020",35.26,,0,1,,,"46-55",,"7/1/2020","8/31/2020"
12406,"1353","O0133","8/21/2020",71.24,,1,0,,,"46-55",,"7/1/2020","8/31/2020"
12407,"885","O0170","6/22/2020",284.6,,1,0,,,"46-55",,"6/1/2020","8/31/2020"
12408,"1353","O0131","7/17/2020",152.81,,0,1,,,"46-55",,"7/1/2020","8/31/2020"
12409,"1353","O0136","9/15/2020",35.26,,1,0,,,"46-55",,"7/1/2020","12/31/2020"
12410,"885","O0170","7/16/2020",23.15,,1,0,,,"46-55",,"6/1/2020","8/31/2020"
12411,"1353","O0135","10/5/2020",106.86,,1,0,,,"46-55",,"7/1/2020","12/31/2020"
12412,"885","O0170","8/30/2020",67.32,,1,0,,,"46-55",,"6/1/2020","8/31/2020"
12413,"1353","O0135","9/2/2020",71.24,,1,0,,,"46-55",,"7/1/2020","12/31/2020"
12414,"1353","O0132","8/5/2020",56.64,,1,0,,,"46-55",,"7/1/2020","8/31/2020"
12415,"885","O0170","8/14/2020",28.14,,1,0,,,"46-55",,"6/1/2020","8/31/2020"
12416,"890","O0170","7/30/2020",266.79,,1,0,,,"36-45",,"6/1/2020","8/31/2020"
12417,"1353","O0146","8/30/2020",140.7,,1,0,,,"46-55",,"7/1/2020","10/31/2020"
12418,"890","O0170","6/3/2020",118.97,,1,0,,,"36-45",,"6/1/2020","8/31/2020"
12419,"1353","O0221","7/8/2020",106.86,,1,0,,,"46-55",,"7/1/2020","10/31/2020"
12420,"1353","O0131","8/24/2020",151.38,,0,1,,,"46-55",,"7/1/2020","8/31/2020"
12421,"963","O0170","8/15/2020",63.76,,1,0,,,"36-45",,"6/1/2020","8/31/2020"
12422,"1353","O0221","8/3/2020",35.62,,1,0,,,"46-55",,"7/1/2020","10/31/2020"
12423,"1566","O0229","9/20/2020",28.5,,1,0,,,"26-35",,"9/1/2020","12/31/2020"
12424,"1566","O0229","12/2/2020",28.5,,1,0,,,"26-35",,"9/1/2020","12/31/2020"
12425,"1566","O0229","10/25/2020",42.74,,1,0,,,"26-35",,"9/1/2020","12/31/2020"
12426,"1566","O0229","9/18/2020",28.5,,1,0,,,"26-35",,"9/1/2020","12/31/2020"
12427,"1566","O0229","10/14/2020",28.5,,1,0,,,"26-35",,"9/1/2020","12/31/2020"
12428,"1353","O0125","9/2/2020",97.96,,1,0,,,"46-55",,"7/1/2020","10/31/2020"
12429,"1353","O0125","9/16/2020",99.02,,1,0,,,"46-55",,"7/1/2020","10/31/2020"
12430,"23","O0230","12/15/2020",23.87,,1,0,,,"36-45",,"9/1/2020","12/31/2020"
12431,"1353","O0221","8/28/2020",63.05,,1,0,,,"46-55",,"7/1/2020","10/31/2020"
12432,"1353","O0136","9/20/2020",320.58,,1,0,,,"46-55",,"7/1/2020","12/31/2020"
12433,"1353","O0156","9/24/2020",89.05,,1,0,,,"46-55",,"7/1/2020","10/31/2020"
12434,"1353","O0224","10/29/2020",71.24,,1,0,,,"46-55",,"10/1/2020","12/31/2020"
12435,"1353","O0126","10/25/2020",533.94,,1,0,,,"46-55",,"7/1/2020","12/31/2020"
12436,"49","O0230","11/25/2020",35.62,,1,0,,,"36-45",,"9/1/2020","12/31/2020"
12437,"1353","O0136","12/13/2020",106.86,,1,0,,,"46-55",,"7/1/2020","12/31/2020"
12438,"57","O0230","11/25/2020",106.15,,1,0,,,"46-55",,"9/1/2020","12/31/2020"
12439,"84","O0230","9/6/2020",56.28,,1,0,,,"46-55",,"9/1/2020","12/31/2020"
